id,paper_id,page,text
2_1,2,1,hacia un sistema integral de cuidados en america latina los procesos legislativos en las ciudades capitales y en el ambito nacional de argentina y mexico   mora vinokuruniversidad de buenos aires uba instituto de estudio de america latina y paises del caribe iealc argentinamora vinokur gmail comveronica giordanoconsejo nacional de investigaciones cientificas y tecnicas conicet universidad de buenos aires uba instituto de estudio de america latina y paises del caribe iealc argentinaveronicaxgiordano gmail comresumen en e ste articulo abordamos la cuestion de los der echos de cuidados en america latina especificamente en argentina y mexico enfatizando en particular los procesos legislativos sobre sistemas integrales de cuidados en los niveles subnacionales y nacionales a partir de los casos de ciudad de mexico   y de ciudad autonoma de buenos aires  y en el ambito nacion al de los respectivos paises donde hay inicia tivas legislat ivas en curso  el enfoque asumido es el socio historico comparativo y de genero para mostrar las dinamicas sociales y politicas que afectan a los procedimientos legislativos q ue conducen al re conocimiento de la condicion de derecho de quienes cuidan y quienes son cuidados en cada caso tanto en los niveles subnacionales de las ciudades capitales como en la dimension nacional de ambos paises como categorias de analisis consideramos las condiciones sociales de violencias de genero los actores sociales y politicos que participan de la construccion de la demanda de legislacion de cuidados integrales y los componentes politico cultural y formal normativo de los proye ctos legislativos presentados identificamos diferencias entre casos que estimamos que aportan para desentranar la complejidad de los protocolos legislativos en materia de derechos del cuidado en america latina palabras clave sistema integral de cuidados america latina genero derechos del cuidado violencias de generoapuntes   issn  eissn  doi   apuntes   creative commons attribution   articulo recibido el  de enero de articulo aprobado para su publicacion el  de mayo de 
2_2,2,2, apuntes  segundo semestre  giordano y vinokur t owards a comprehensive care system in latin america legislative processes in capital cities and at the national level in argentina and mexico   abstract in this article we address the issue of care rights in latin america specifically in argentina and mexico focusing in particular on the legis lative processes related to comprehensive care systems at the sub national and national levels we draw on the cases of mexico city   and the autonomous city of buenos aires  as well as the national level in each country where there are ongoing legislative initiatives  we take a comparative socio historical and gender approach to show the social and political dynamics involved in the legislative processes that lead to the recognition of the rights of caregivers and the cared for in each case at the subnational levels of the capital cities and the national level of both countries our categories of analysis are the social conditions of gender violence the social and political actors that participate in the construction of demand for comprehensive care legislation and the political cultural and formal normative components of the legislative proposals presented we identify differences between cases that we think contribute to unravelling the complexity of the legislative processes related to care rights in latin america keywords comprehensive care system latin america gender care rights gender based violence
2_3,2,3,hacia un sistema integral de cuidados en america latina los procesos legislativos en las ciudades capitales y en el ambito nacional de argentina y mexico   introduccionen este articulo abordamos la cuestion de los derechos de cuidados en america latina especificamente en argentina y mexico destacando en particular los procesos legislativos sobre sistemas integrales de cuidados en los niveles subnacionales y nacionales de dos casos ciudad de mexico cdmx en  y  y ciudad autonoma de buenos aires caba en  y los ambitos legislativos nacionales de sus respectivos paises en el presente la eleccion de los casos se funda en la relevancia que estos tienen en el mapa de las experiencias latinoamericanas como se mostrara enseguida no son muchos los paises que cuentan con iniciativas de creacion de un sistema integral de cuidados despues de la muy reconocida experiencia de uruguay argentina y mexico son dos de los paises mas grandes que presentan avances en la materia en la actualidad ambas naciones se inscriben en el amplio arco de los denominados gobiernos progresistas en el cual el actual gobierno mexico es considerado progresista moderado modonesi  ambos poseen una matriz federal y sus ciudades capitales son dos de los centros urbanos mas grandes de la region historicamente los gobiernos de estas urbes han ejercido su autonomia liderando la agenda de problemas sociales del estado ademas como sostienen carla zibecchi y vilma paura es rele vante considerar el lugar de los gobiernos subnacionales como una unidad de analisis las autoras refieren a la generacion de politicas sociales pero lo mismo puede decirse de los procesos legislativos ya que identificar y caracterizar los arreglos institucionalizados de bienestar a escala subnacional se presenta como una via potente para captar la singularidad y la diversidad y para discutir y aportar desde alli a una definicion nacional que este presente en una agenda de investigacion futura paura zibecchi  p  en ambas ciudades hubo iniciativas de legislacion sobre sistemas integrales de cuidado en   y actualmente existen procesos en curso a nivel nacional encabezados por legisladores de los mismos partidos politicos que presidieron los procedimientos en el nivel subnacional creemos que este es un dato que aporta a la comprension del fenomeno que queremos estudiar y por eso centramos el analisis en los casos de argentina y mexico en los dos niveles senalados nuestro punto de partida es que los procedimientos legislativos sobre sistemas integrales de cuidado constituyen tentativas de reparacion de las historicas violencias de genero en america latina y por lo tanto en su analisis la consideracion de las demandas de los movimientos de mujeres y feminismos es un aspecto crucial la accion de estos movi mientos sucede principalmente en las ciudades que durante los ultimos 
2_4,2,4, apuntes  segundo semestre  giordano y vinokur dos siglos se han afirmado como el escenario principal para el activismo kern  en funcion de lo expuesto en este articulo nos aproximamos a los protocolos legislativos relativos a sistemas integrales de cuidado desde una perspectiva socio historica comparativa y de genero en el ambito de cdmx y caba y en el ambito nacional de los respectivos paises abordamos el estudio en relacion a las condiciones sociales de violencias de genero y las dinamicas sociales y politicas que participan de la construccion de la demanda reconocemos al cuidado como un derecho universal toda persona tiene derecho a cuidar ser cuidado y a auto cuidarse pautassi  asi entendemos que los estados tienen el deber de ser garantes fijando estandares para su implementacion y son un actor fundamental a la hora de atender la cuestion en este articulo examinamos al estado en su brazo legislativo para referirnos a la violencia retomamos la idea que sostiene que el orden patriarcal de genero desarrolla un proyecto de dominacion explotacion de la categoria social hombres que exige que su capacidad de mando sea auxiliada por la violencia saffioti  p  esta no es unicamente fisica sino que remite a conjunto de violencias mas amplio que abarca el entramado hetero cis patriarcal en los diferentes niveles en los que opera sexual violencia economica por nombrar algunas nijensohn  p   las violencias de genero que se encuentran en la base del sistema capitalista abarcan desde el femicidio hasta las violencias sexuales o eco nomicas entre otras comprendiendo que la sexual no es sino la punta del iceberg de toda una serie de agresiones dentro de las cuales la economica adquiere especial importancia nijensohn  p  en este marco entendemos que el trabajo de cuidado lleva consigo una forma particular de violencia economica pero que tambien puede acarrear otras maneras por otra parte hoy se sabe que el cuidado ha estado historicamente asociado a las mujeres e identificado como un recurso natural de ellas con el objetivo de justificar la condicion no paga federici  sobre esta situacion se delimito la division sexual del trabajo de forma jerarquizada la explotacion y la consecuente violencia hacia los cuerpos de las mujeres como nadie puede sobrevivir sin ser cuidado esta tarea se transforma en un aspecto central del bienestar y del desarrollo humano y por ende de la sociedad faur jelin  utilizar el concepto trabajo de cuidado permite cambiar la optica de la naturalizacion de la tarea como un aspecto  consideramos a las ong movimientos sociales y feministas los partidos y agrupaciones politicas como actores sociopoliticos que demandan cuidados 
2_5,2,5,hacia un sistema integral de cuidados en america latina los procesos legislativos en las ciudades capitales y en el ambito nacional de argentina y mexico   inherente a la condicion femenina a una mirada atenta a identificar quienes son sus proveedores las caracteristicas peculiares de la labor y los derechos que la asisten recientemente los feminismos comenzaron a acunar el concepto economia del cuidado para abordar este fenomeno con el se cuestionan los modos en los que se genera distribucion de los trabajos los tiempos y los ingresos para poner la produccion de bienestar en el centro del analisis esquivel  p  como ya se ha mencionado en este documento planteamos la cuestion de los derechos que asisten al trabajo del cuidado a partir del analisis de los proyectos de ley para ello adoptamos el concepto proceso legislativo que refiere a la articulacion de actos y procedimientos ordenados cronolo gicamente para la formacion de leyes que resulta de la correlacion entre las condiciones sociales existentes y el orden juridico disponible giordano  p  como metodologia de investigacion asumimos la propuesta de facio  de analisis de genero del fenomeno legal y tomamos los componentes politico cultural p  y formal normativo p  el primero alude a los sujetos que lo redactan la doctrina juridica que sirve para sustentarlo las tradiciones valoradas y los intereses politicos y de los grupos sociales de mayor incidencia entre otros elementos el segundo se remite al texto en cuanto a su redaccion literal creemos que los derechos del cuidado han cobrado particular impor tancia en el contexto de emergencia de la pandemia por sars cov  esta agudizo la ya existente crisis de los cuidados pues evidencio que el aislamiento preventivo y obligatorio necesario para evitar los contagios se esta pudiendo sostener gracias al trabajo no remunerado de cuidado de las mujeres e identidades feminizadas dentro de los hogares y que es necesario atender a esta problematica a partir de soluciones integrales pautassi  el articulo consta de tres partes la primera presenta un mapa de situa cion de la cuestion de los derechos de cuidado en america latina tomamos como fuentes la informacion disponible en los sitios gubernamentales de los paises y de los organismos internacionales la segunda parte examina los procesos legislativos en cdmx y caba desde una perspectiva compa rativa y de genero para ello empleamos los textos de los proyectos de ley presentados en ambos espacios notas de prensa y bibliografia especifica la tercera parte estudia las iniciativas en curso en el ambito nacional para  otra cuestion de suma relevancia que queda pendiente en el caso de que las camaras aprueben los proyectos en curso es la forma en que la ley se traduce en acciones concretas tanto en politicas en formas de apropiacion de la ley por parte de la ciudadania como en la interpretacion que las cortes hagan del texto legal 
2_6,2,6, apuntes  segundo semestre  giordano y vinokur ello analizamos fuentes parlamentarias y notas de prensa por ultimo en las conclusiones revelamos algunas reflexiones de sintesis que surgen de los hallazgos mas contundentes que esperamos sean un aporte para desentranar la complejidad de los procedimientos legislativos en materia de derechos del cuidado en america latina hacia sistemas integrales de cuidados en america latinacomo se sabe las tareas de cuidado involucran todas aquellas actividades indispensables para satisfacer las necesidades basicas de la reproduccion de las personas brindandoles los elementos fisicos y simbolicos que les permiten vivir en sociedad mesa interministerial de politicas de cuidado mipc  existe una distribucion historicamente desigual de las res ponsabilidades del cuidado que se manifiesta principalmente en dos esferas entre los hogares el estado el mercado y las organizaciones comunitarias y entre varones y mujeres rodriguez enriquez  historicamente tambien ha primado un regimen familista mediante el cual se naturaliza una relacion de explotacion y de dominacion que produce que el trabajo de cuidado recaiga en general sobre las mujeres y que este sea no remunerado batthyany  centro de implementacion de politicas publicas para la equidad y el crecimiento cippec programa de las naciones unidas para el desarrollo pnud organizacion internacional del t rabajo oit fondo de las naciones unidas para la infancia unicef  instituto friedrich ebert stiftung ifes mexico  giordano  en las ultimas decadas la crisis de los populismos y de los modelos de estado con ampliacion de derechos ha traido aparejada una mayor sobreexplotacion de las mujeres y una crisis de la organizacion social de los cuidados franganillo et al  p  para afrontar esta situacion critica se ha comenzado a elaborar el concepto sistemas de cuidado el cual refiere a lo siguiente c onjunto de acciones publicas y privadas intersectoriales que se desarrollan de forma articulada para brindar atencion direc ta a las personas y apoyar a las familias en el cuidado de los miembros del hogar se trata de un componente central del sistema de proteccion social y se sustentan en la definicion del cuidado como un bien publico como un derecho y una dimension de la ciudadania batthyany  p  como es evidente la apropiacion por parte de los estados de esta forma de concebir los cuidados depende de multiples factores a nivel internacional la estrategia de montevideo para la implementacion de la agenda regional de genero en el marco del desarrollo sostenible hacia  establece expresamente que uno de los principales obstaculos para avanzar hacia 
2_7,2,7,hacia un sistema integral de cuidados en america latina los procesos legislativos en las ciudades capitales y en el ambito nacional de argentina y mexico   un desarrollo sostenible con igualdad es la division sexual del trabajo y en particular la injusta organizacion social del cuidado en america latina todos los gobiernos han aprobado este documento en la xiii conferencia regional sobre la mujer de america latina y el caribe comision econo mica para america latina cepal   debido a que la cuestion de los derechos del cuidado ha ingresado en este registro muy recientemente se entiende que no sean muchos los paises de la region que cuentan con sistemas integrales de cuidados entre ellos cabe destacar a uruguay que en  promulgo un sistema de este tipo que articula componentes de politica para todas las poblaciones afectadas por las necesidades de cuidado y una orientacion fuerte hacia la universalidad con metas graduales de cobertura cippec pnud oit unicef  p  el proceso a partir del cual se llego a esta instancia fue largo y tuvo un decidido apoyo de sectores academicos y de la sociedad civil en su conjunto el objetivo fue involucrar en las tareas de cuidados no solo a las familias y a sus comunidades de referencia sino tambien al estado y al mercado a partir del diseno e implementacion de politicas publicas que constituyan un modelo solidario y corresponsable entre familias estado comunidad y mercado  la ley estipula la coordinacion de diez instituciones publicas que se reunen en una junta nacional de cuidados asimismo establece un comite que es el que garantiza la participacion social en el sistema si bien uruguay es reconocido como un caso ejemplar cabe senalar que en otros paises de la region se ha progresado en la materia en colombia en  la ley no  ordeno crear la comision intersectorial de economia del cuidado que luego se concreto por decreto n  de  la apli cacion periodica de la encuesta de uso del tiempo enut y la inclusion del trabajo de hogar no remunerado en el sistema de cuentas nacionales mediante una cuenta satelite en  hubo una iniciativa auspiciosa la creacion de la mesa intersectorial de economia del cuidado ella se presenta de la siguiente manera un equipo de trabajo de organizaciones de la sociedad civil instituciones academicas e instituciones politicas y de entidades del estado comprome tidas con la formulacion de un sistema nacional de cuidados e incidencia  antes el consenso de quito en  definio al cuidado como un derecho humano pautassi   ley n  sistema nacional integrado de cuidados uruguay  de noviembre de  recuperado de https mesaintersectorialdeeconomiadelcuidadocolombia files wordpress com   sistema nacional de cuidados uruguay ley   pdf ibid articulo   ibid articulo  
2_8,2,8, apuntes  segundo semestre  giordano y vinokur en politicas publicas relacionadas con la redistribucion social del cuidado en un marco de justicia de genero y de derechos como un asunto estructural para el desarrollo sostenible y la construccion de la paz mesa intersectorial de economia  esta propuesta ha tenido una agenda activa y nutrida sin embargo hasta el momento no ha habido instancias concretas de formulacion de legislacion sobre un sistema nacional de cuidados en paraguay en  se instauro el grupo interinstitucional impulsor de la politica de cui dados gipc liderado por el ministerio de la mujer el gipc forma parte del sistema de proteccion social vamos lanzado en  por el gobierno nacional y actualmente conformado por la unidad tecnica del gabinete social utgs y por otras diez entidades del estado se trata de un proyecto en curso que cuenta con apoyo del presidente mario abdo segun se expresa en una noticia publicada en el sitio web del gabinete social del gobierno en mexico se diseno una estrategia nacional para el cuidado con el fin de articular programas y acciones ya existentes en el pais segun afirma el informe titulado bases para una estrategia nacional de cuidados realizado en  por el instituto nacional de las mujeres inmujeres y organizacion de las naciones unidas onu mujeres si bien este es un elemento de peso cabe decir que desde  el pais ha venido implementando la enut una accion actualmente puesta en funciona miento por inmujeres y el instituto nacional de estadistica y geografia inegi se trata de un instrumento que ofrece informacion valiosa para la formulacion de politica publica ya que permite visibilizar las diferentes asignaciones de tiempo de mujeres y de hombres aportando insumos y evidencias para las politicas publicas de igualdad en los ambitos social y economico cepal  p  desde su primera implementacion la mencionada encuesta se aplico en dos oportunidades mas  y  como parte de la encuesta nacional de ingresos y gastos de los hogares enigh desde  se administra cada cinco anos y ha sido erigida como una herramienta especial e indepen diente cabe anadir que dentro de la poblacion encuestada se incluye a la poblacion indigena clave para calibrar la incidencia de los factores etnicos y  mesa intersectorial de economia del cuidado  quienes somos recuperado de https mesaintersectorialdeeconomiadelcuidadocolombia wordpress com  gabinete social del gobierno de paraguay  de noviembre de  la politica de cuidados del paraguay es prioridad dentro del sistema de proteccion social vamos recuperado de https www gabinetesocial gov py noticia  la politica de cuidados del paraguay es prioridad dentro del sistema de proteccion social vamos html xzqdtnmi
2_9,2,9,hacia un sistema integral de cuidados en america latina los procesos legislativos en las ciudades capitales y en el ambito nacional de argentina y mexico   de racializacion en los analisis de los cuidados en un pais como mexico con un alto componente de poblacion originaria y una historica subordinacion y exclusion de la misma otro medio valioso con el que cuenta el estado mexicano es la cuenta satelite del t rabajo no remunerado de los hogares de mexico cstnrhm en este caso se trata de un elemento que estima el valor economico del trabajo no remunerado en labores domesticas y de cuidados de los hogares y la participacion que este representa en la economia nacional argentina es otro de los paises que se halla entre aquellos que han legis lado o han dado algun paso en pos de la legislacion de un sistema integral de cuidados a partir de la asuncion del candidato triunfante por el frente de todos alberto fernandez el  de diciembre de  se observa un cambio rotundo en las politicas del estado respecto de aquellas ejecutadas por su antecesor mauricio macri y su partido cambiemos   en cuanto a las politicas especificamente referidas a la proteccion social el gobierno de fernandez es continuista de las medidas puestas en marcha por los gobiernos de nestor kirchner   y cristina fernandez de kirchner   y   por el frente para la victoria es decir desde el estado se apuesta por las politicas de inclusion y a un abordaje universal e integrado quebrando la logica focalizada que habia promovido el gobierno anterior actualmente el gobierno de fernandez defiende un abordaje integral entre las principales acciones implementadas en relacion a la agenda de cuidados se encuentra la creacion de la mesa interministerial de politicas de cuidado en julio de  mipc  que recientemente ha derivado en la conformacion de una comision redactora del antepro yecto de ley para elaborar un sistema integral de cuidados con perspectiva de genero boletin oficial de la republica argentina  la primera reunion de esta comision ocurrio en noviembre de  y estuvo dirigida por la ministra de mujeres generos y diversidad de la nacion mmgyd elizabeth gomez alcorta telam  ahora bien estas iniciativas tienen un antecedente directo en la enut que fue un modulo que se aplico en la eahu en  bajo la presidencia de cristina fernandez de kirchner este fue el primer intento de un cambio de perspectiva en el modo en el que el estado se ocupa de los asuntos del cuidado y un primer paso en el camino hacia una mirada integral el  de  instituto nacional de estadistica y geografia encuesta nacional sobre uso del tiempo recuperado de https www inegi org mx programas enut   instituto nacional de estadistica y geografia  de diciembre de  cuenta satelite del trabajo no remunerado de los hogares de mexico  recuperado de https www inegi org mx contenidos saladeprensa boletines  stmacntanal cstnrh pdf
2_10,2,10, apuntes  segundo semestre  giordano y vinokur diciembre de  se publico en el boletin oficial la sancion en el senado de la ley no  que institucionalizo la enut en su articulo inciso b exige desarrollar politicas publicas que promuevan una equitativa distri bucion del trabajo remunerado y no remunerado entre mujeres y varones entre los objetivos se identifica la medicion del aporte economico del trabajo domestico y de cuidado no remunerado desagregando los datos por genero y edad la enut se aplicara por primera vez en  los procesos legislativos sobre sistemas integrales de cuidados en ciudad de mexico y ciudad de buenos airestanto la estrategia de montevideo para la implementacion de la agenda regional de genero en el marco del desarrollo sostenible hacia  como la experiencia de la creacion del sistema nacional de cuidados en uruguay han sido antecedentes que promovieron una mayor atencion a la cuestion de los cuidados en america latina a partir de estas instancias los paises han elaborado informes de diversa indole para ordenar los datos disponibles sobre la tematica en este marco argentina y mexico presentan avances significativos en el caso de argentina cabe mencionar el informe sobre la situacion en torno a las politicas de cuidado de cippec pnud oit unicef  en el caso de mexico cabe consignar el documento sobre la situacion de las politicas de cuidado del instituto friedrich ebert stiftung  ademas entre  y  en las ciudades capitales de ambos paises se pusieron en marcha iniciativas legislativas que han tenido proyeccion en el ambito nacional cdmx y caba son dos de los centros urbanos mas grandes de la region cuyos gobiernos historicamente han ejer cido gran influencia en la formulacion de la agenda de problemas sociales del estado nacional en lo que concierne a las condiciones sociales de violencias de genero argentina al igual que el resto de la region presenta altos niveles de violen cias por motivos de genero asi como altas tasas de femicidios travesticidios y transfemicidios ministerio de las mujeres generos y diversidad  aun asi a diferencia de mexico los numeros no aumentaron de forma considerable en los ultimos anos  el proyecto habia ingresado en  bajo la presidencia de macri encabezada por el frente para la victoria fpv en continuidad con el logro de   ley no  encuesta nacional del uso del tiempo  de noviembre de  recuperado de http www saij gob ar  nacional encuesta nacional uso tiempo lns     abc defg g scanyel de acuerdo al registro nacional de femicidios de la justicia argentina en  la cifra de victimas letales de las violencias de genero asciende a  plan nacional de accion contra las violencias por motivos de genero  
2_11,2,11,hacia un sistema integral de cuidados en america latina los procesos legislativos en las ciudades capitales y en el ambito nacional de argentina y mexico   durante  y el comienzo de  en el contexto de aislamiento preventivo y obligatorio aspo por la pandemia del sars cov  comenzo a alarmar la constancia de las cifras de femicidios y el contraste con otros datos de delitos que disminuyeron de forma considerable lat fem  por este motivo en junio de  el ministerio de mujeres genero y diversidad de la nacion lanzo el plan nacional de accion contra las violencias por motivos de genero tiempo argentino  que tiene como principal objetivo la prevencion asistencia y erradicacion de todas las formas de violencia por motivos de genero y que como novedad incor pora dentro de su poblacion destinataria a las identidades lgbtiq esta medida evidencia un rol activo del estado en la lucha contra las violencias de genero como asi tambien la traduccion en politica publica de los reclamos y demandas de los feminismos que desde la primera movilizacion convo cada por el colectivo ni una menos en  establecen como consigna la urgencia de erradicar todo tipo de violencia de genero y acabar con los femicidios ni una menos  en contraste en caba el gobierno de juntos por el cambio continua cion de cambiemos encabezado por horacio rodriguez larreta redujo el presupuesto para las politicas vinculadas a la lucha contra las violencias de genero analizando los datos de  este se incremento apenas en un   y considerando que la inflacion fue de un  esto revela un recorte del   para el presupuesto de la direccion de la mujer de caba la izquierda diario  ademas las trabajadoras de esta direccion durante diciembre de  realizaron una serie de paros por su situacion de precarizacion laboral la izquierda diario  como apreciaremos luego estas decisiones tomadas por el gobierno de juntos por el cambio en caba se diferencian de las politicas del frente de todos en el gobierno nacional y son expresion de la distancia que separa a los feminismos respecto del gobierno porteno en mexico en los ultimos anos se ha registrado un aumento de los femicidios a la par de un alejamiento del estado de los asuntos de la esfera social en este contexto la movilizacion ha tendido a organizarse en torno a la lucha contra esta problematica identificando al estado como el principal responsable y gran ausente mientras los movimientos feministas mexicanos manifestaron una conciencia de derechos humanos y desplegaron la per formance de la ciudadania en el espacio publico para defenderlos miller ortega  p  el estado sucesivamente los ignoro por lo tanto estado y sociedad civil en mexico estan tomando caminos divergentes e incluso opuestos ante la crisis de violencia contra las mujeres que se vive en mexico  p  en cdmx pese a que la jefa de gobierno claudia 
2_12,2,12, apuntes  segundo semestre  giordano y vinokur sheimbaum se identifica como feminista esta divergencia de caminos se replica y refuerza la distancia entre movimientos sociales y estado tambien en el nivel subnacional podemos observar las tensiones entre sheimbaun y los feminismos principalmente en la represion a la marcha del  de septiembre del  infobae  y en la denuncia de la alcaldesa a los feminismos como principales responsables de la violencia en las calles en esa ocasion estas condiciones subyacen a los procesos legislativos de cdmx y caba en el caso del proyecto de ley de  de cdmx la cuestion de la violencia aparece explicitamente mencionada en el texto en el contexto de caba esta quedo enmarcada en un cuadro mas amplio de defensa de los derechos humanos con perspectiva de genero de hecho el legislador carlos tomada autor del proyecto ingresado en la legislatura portena en  hizo la primera presentacion de la iniciativa en la sede de la asamblea por los derechos humanos apdh  el panel estuvo integrado por el propio legislador la presidenta de apdh maria elena naddeo la abo gada y feminista nelly minyersky a la sazon presidenta del parlamento de mujeres en la legislatura portena y la legisladora portena victoria mon tenegro por el mismo partido que tomada y hasta el  de diciembre de  coordinadora de la unidad nacional para la prevencion asistencia y erradicacion de la violencia contra las mujeres del consejo nacional de las mujeres infobaires  como senalaremos enseguida en el texto del proyecto de tomada no se hace referencia explicita a la violencia de genero sino a los derechos humanos de las personas que necesitan cuidados y de las personas que los brindan no obstante consideramos que la conformacion del panel en la presentacion en sociedad respalda la idea que exploramos en este articulo de vincular los derechos del cuidado como una forma de reparacion de las violencias de genero lo que evidencia ademas el vinculo entre tomada y los feminismos en cuanto a las dinamicas sociales y politicas en el caso de caba cabe indicar el alto grado de movilizacion de las mujeres y los feminismos que tras una lucha sostenida se organizaron y encontraron los canales para marcar agenda en el nivel estatal especialmente cabe precisar que en los ultimos anos de la mano de los organismos de ddhh y bajo la impronta  asamblea permanente por los derechos humanos  de abril de  presentacion del proyecto de ley sistema integral de cuidados de la ciudad de buenos aires recuperado de https www apdh argentina org ar actividades presentacion del proyecto de ley sistema integral de cuidados de la ciudad autonoma de 
2_13,2,13,hacia un sistema integral de cuidados en america latina los procesos legislativos en las ciudades capitales y en el ambito nacional de argentina y mexico   populista los feminismos inscribieron sus lemas y reivindicaciones como nunca antes en el campo popular y como consecuencia muchas de las demandas de los feminismos comenzaron a articularse en frentes y agru paciones peronistas y o kirchneristas barros martinez  p  tambien emergieron nuevos colectivos que se conformaron desde una tradicion conjunta entre peronismo y feminismo tales como mala junta frente grande mumala libres del sur entre otras el punto de inicio de la fuerte movilizacion en caba fue sin duda el  de marzo de  cuando se realizo la maraton de lectura bajo la con signa ni una menos que reunio a feministas del ambito de la cultura y a familiares de victimas de femicidio con el objetivo de visibilizar el aumento de las violencias de genero ramacciotti zanganaro  despues de este evento fundacional se llevo a cabo un paro nacional feminista realizado en  seguido de la paralizacion internacional de mujeres del  de marzo de  ambos con la impronta protagonica del colectivo ni una menos la finalidad de estas protestas era reclamar por las desigualdades de genero en el ambito laboral y demostrar la importancia del trabajo que realizan las mujeres en todos los ambitos de su desempeno publico y privado estas manifestaciones pusieron en evidencia el trabajo que realizan las mujeres en todos los ambitos y la cantidad de horas que dedican a la labor reproductiva no remunerada principalmente las tareas de cuidado el paro del  ademas de la lucha contra las violencias de genero incorporo demandas politicas y economicas esto ocurrio en una coyuntura de confrontacion con las politicas implementadas por el gobierno de macri d alessandro  latfem  que en tanto derechistas apostaban abiertamente por la profundizacion de las desigualdades sociales y de genero entre las principales medidas aplicadas por este gobierno se pueden iden tificar las siguientes la disminucion de la inversion y las politicas publicas que beneficiaban a los sectores mas desfavorecidos la devaluacion del  durante los primeros dos anos aumento del desempleo y de la inflacion reduccion del presupuesto para programas que luchan contra la violencia hacia las mujeres entre otras garcia delgado  carbajal  estas politicas implicaron un aumento significativo de la pobreza tanto es asi que para el primer semestre de  el numero de personas por debajo de la linea de la pobreza alcanzo el   frente al   del mismo periodo de  cabe destacar que las mujeres fueron las mas afectadas ya que dentro del  de la poblacion de menores ingresos el grueso esta con formado mayoritariamente por mujeres   el canciller  la exacerbacion de la movilizacion de la nueva ola ocurrio en el contrapunto entre un momento de ampliacion de derechos de los gobiernos kirchneristas 
2_14,2,14, apuntes  segundo semestre  giordano y vinokur y otro de fuerte restriccion ahogo presupuestario y vaciamiento del estado por parte del gobierno de macri en tanto enemigo comun el macrismo opero como eje articulador de los distintos actores de los feminismos que se erigieron como una fuerza opositora a las medidas neoliberales y anti populares del gobierno de mauricio macri nijensohn  p  en sus fundamentos el proyecto presentado por tomada en la legislatura de caba en  reconoce la importancia de los factores arriba mencio nados y refiere expresamente a las desigualdades de genero que impactan en la brecha salarial y forma parte del llamado techo de cristal que tienen las mujeres en el mercado laboral en lo que respecta a los partidos politicos que respaldan los proyectos en el caso de caba tomada presento el proyecto en representacion del frente para la victoria fpv partido de gobierno de las presidencias de nestor kirchner y cristina fernandez de kirchner este legislador tiene una larga trayectoria de participacion en las filas del peronismo luego alineado con el kirchnerismo e incluso parte del gabinete de ministros del gobierno de cristina fernandez cuando planteo la propuesta sobre el sistema integral de cuidados en la legislatura lo hizo en calidad de representante de la opo sicion pues la jefatura de gobierno de caba estaba en manos de juntos por el cambio y de horacio rodriguez larreta sucesor de macri en ese cargo en linea con el ideario de ampliacion de derechos del peronismo kirchne rismo el plan de tomada fue el primero en abordar la cuestion integral de los cuidados en ese ambito legislativo en el caso de los proyectos presentados en cdmx en  y  cabe aclarar que los actores sociales y politicos que participaron de la cons truccion de la demanda de derechos de cuidado son bastante diferentes en lo que respecta a la movilizacion de las mujeres y los feminismos en cdmx el punto de inicio de la denominada nueva ola puede situarse en los sucesos del domingo  de abril de  cuando miles de mujeres marcharon por las calles de ciudad de mexico y de otras principales urbes del pais para manifestarse en contra de las violencias que historicamente y de manera dramatica las han azotado la principal consigna fue decir basta a los femicidios cometidos de manera sistematica y en alto numero en el pais de manera mas visible desde hace un cuarto de siglo miller ortega  cabe mencionar que el ni una menos en argentina tambien se articulo en torno a la lucha contra los femicidios pero como analizamos anterior  caba  d  proyecto de ley de carlos alfonso tomada sistema integral de cuidados de la ciudad autonoma de buenos aires  
